IR_value,BPM,AvgBPM
0,30.9,73
41022,30.9,73
40886,30.9,73
40527,30.9,73
40641,30.9,73
40241,30.9,73
40370,30.9,73
0,30.9,73
40014,30.9,73
39914,30.9,73
39827,30.9,73
0,30.9,73
39549,30.9,73
39465,30.9,73
0,30.9,73
0,1.32,73
40252,1.32,73
39663,1.32,73
0,19.09,73
40520,19.09,73
40398,19.09,73
40473,99.83,69
0,99.83,69
0,41.04,53
40075,31.56,50
39969,31.56,50
0,32.22,50
0,40.49,36
40483,39.97,35
41195,124.74,72
39597,124.74,72
39709,124.74,72
39460,24.98,68
39521,40.51,69
39647,80.97,62
39370,85.71,77
39413,85.71,77
38874,85.71,77
38868,85.71,77
38915,14.34,77
38584,14.34,77
38443,14.34,77
38299,14.34,77
37382,14.48,77
37204,14.48,77
37139,14.48,77
37128,19.09,77
36954,71.34,85
36729,65.15,75
37704,42.22,65
37293,42.22,65
37337,42.22,65
37305,42.22,65
37175,42.22,65
37216,42.22,65
37150,42.22,65
37109,42.22,65
37197,42.22,65
37109,42.22,65
37134,42.22,65
36993,42.22,65
0,42.22,65
36863,4.49,65
36855,76.82,60
36776,76.82,60
0,25.39,50
0,38.94,49
36645,38.94,49
36619,38.94,49
36791,38.94,49
36709,38.94,49
36502,38.94,49
36476,38.94,49
36006,38.94,49
2696,7.09,49
9196,7.09,49
497,7.09,49
496,7.09,49
493,7.09,49
497,7.09,49
490,7.09,49
498,7.09,49
0,7.09,49
0,7.09,49
516,5.5,49
506,5.5,49
509,5.5,49
502,5.5,49
511,5.5,49
517,5.5,49
510,5.5,49
516,5.5,49
522,5.5,49
508,5.5,49
923,5.8,49
974,83.22,55
496,83.22,55
554,20.68,41
514,45.42,46
481,80.97,57
21808,40.51,46
541,40.51,46
581,40.51,46
577,40.51,46
577,40.51,46
594,40.51,46
587,40.51,46
595,40.51,46
597,40.51,46
590,6.22,46
604,6.22,46
593,6.22,46
604,6.22,46
610,6.22,46
600,6.22,46
603,6.22,46
602,6.22,46
597,6.22,46
599,6.22,46
0,6.22,46
0,6.22,46
614,6.22,46
623,6.22,46
612,6.22,46
610,6.22,46
614,6.22,46
607,6.22,46
609,6.22,46
611,6.22,46
0,6.22,46
0,6.22,46
627,2.47,46
635,2.47,46
637,2.47,46
622,19.98,46
611,19.98,46
615,19.98,46
617,19.98,46
617,19.98,46
612,19.98,46
603,19.98,46
0,19.98,46
627,19.98,46
0,19.98,46
644,19.98,46
641,19.98,46
654,19.98,46
649,4.28,46
635,4.28,46
641,4.28,46
640,4.28,46
638,4.28,46
630,4.28,46
649,4.28,46
652,4.28,46
645,4.28,46
636,6.26,46
634,6.26,46
640,6.26,46
645,17.84,46
640,17.84,46
648,17.84,46
1413,15.78,46
112954,15.78,46
123270,15.78,46
122560,15.78,46
122282,15.78,46
122300,15.78,46
0,88.11,63
121898,96.77,76
121630,96.77,76
0,96.77,76
121344,14.91,76
4744,96.62,80
0,96.62,80
7346,96.62,80
36095,96.62,80
0,96.62,80
6257,96.62,80
3911,96.62,80
0,96.62,80
1442,96.62,80
0,96.62,80
1349,4.95,80
1319,73.08,88
0,73.08,88
1321,73.08,88
1298,73.08,88
1292,73.08,88
0,73.08,88
1249,8.28,88
1233,8.28,88
1234,8.28,88
0,16.93,88
1292,16.93,88
1270,35.67,75
1265,35.67,75
1259,35.67,75
0,35.67,75
1267,35.67,75
1257,35.67,75
1247,35.67,75
1243,35.67,75
0,35.67,75
1255,35.67,75
1244,35.67,75
1231,35.67,75
1228,35.67,75
0,35.67,75
1253,35.67,75
1228,35.67,75
0,35.67,75
443,35.67,75
431,35.67,75
415,2.81,75
0,2.81,75
445,2.81,75
431,16.47,75
0,16.47,75
3329,35.25,59
10760,35.25,59
9655,35.25,59
8451,35.25,59
134013,35.25,59
137111,35.25,59
136352,35.25,59
0,7.7,59
0,7.7,59
2146,20.11,40
6762,20.11,40
6368,20.11,40
6178,20.11,40
6017,20.11,40
5927,20.11,40
5802,20.11,40
0,20.11,40
5606,20.11,40
0,20.11,40
5475,20.11,40
5416,20.11,40
5321,20.11,40
5311,20.11,40
0,20.11,40
5252,20.11,40
5203,20.11,40
5178,20.11,40
5149,20.11,40
0,20.11,40
5074,2.76,40
5017,2.76,40
4993,21.87,27
5005,21.87,27
0,21.87,27
0,21.87,27
4956,21.87,27
4934,21.87,27
0,21.87,27
0,21.87,27
4891,6.36,27
4869,6.36,27
4862,6.36,27
4875,6.36,27
4831,6.36,27
4815,10.82,27
4792,10.82,27
4789,10.82,27
0,10.82,27
4792,10.82,27
4782,10.82,27
0,10.82,27
4743,10.82,27
4725,6.57,27
0,6.57,27
4714,6.57,27
4707,16.65,27
4697,16.65,27
0,16.65,27
4693,16.65,27
4645,16.65,27
4695,16.65,27
0,16.65,27
4618,8.1,27
4603,36.1,28
4598,36.1,28
0,36.1,28
138608,36.1,28
139997,36.1,28
137979,36.1,28
137503,36.1,28
0,36.1,28
0,36.1,28
134387,36.1,28
138497,36.1,28
140421,36.1,28
196607,36.1,28
134494,4.11,28
0,4.11,28
30723,4.11,28
9909,4.11,28
8428,4.11,28
8082,4.11,28
7887,4.11,28
7752,4.11,28
0,4.11,28
7443,4.11,28
7359,4.11,28
7287,4.11,28
0,4.11,28
7204,4.11,28
7177,4.11,28
7134,4.11,28
0,4.11,28
7079,3.02,28
7062,3.02,28
7007,3.02,28
7000,21.72,24
0,21.72,24
6991,21.72,24
6964,21.72,24
0,21.72,24
0,21.72,24
6916,21.72,24
6797,21.72,24
0,21.72,24
6820,21.72,24
6824,21.72,24
6784,21.72,24
6740,21.72,24
6762,21.72,24
0,21.72,24
0,21.72,24
6724,3.23,24
6718,3.23,24
6707,3.23,24
6684,3.23,24
6701,3.23,24
6654,3.23,24
0,10.12,24
6667,10.12,24
0,10.12,24
6654,10.12,24
6646,10.12,24
6636,10.12,24
6640,10.12,24
6618,10.12,24
6614,10.12,24
6604,10.12,24
0,10.12,24
0,4.94,24
6555,4.94,24
6549,21.1,24
6539,21.1,24
6539,21.1,24
6513,21.1,24
0,21.1,24
0,21.1,24
6669,9.0,24
6652,9.0,24
0,9.0,24
6671,9.0,24
6660,9.0,24
0,9.0,24
0,9.0,24
6652,9.0,24
6641,9.0,24
6644,9.0,24
0,9.0,24
6658,9.0,24
6641,4.32,24
6636,4.32,24
6644,4.32,24
6644,4.32,24
6630,4.32,24
0,4.32,24
6607,8.49,24
6598,8.49,24
6589,8.49,24
0,8.49,24
6601,8.49,24
6594,11.02,24
6599,11.02,24
6616,11.02,24
0,22.2,25
0,22.2,25
6617,22.2,25
6615,22.2,25
6607,22.2,25
0,22.2,25
0,22.2,25
6607,6.95,25
0,6.95,25
6626,6.95,25
6606,16.47,25
6592,16.47,25
0,16.47,25
6623,16.47,25
6598,16.47,25
0,16.47,25
0,16.47,25
6599,16.47,25
6586,16.47,25
0,16.47,25
6605,16.47,25
6598,4.7,25
0,4.7,25
6607,4.7,25
6596,4.7,25
6580,4.7,25
6592,4.7,25
6582,4.7,25
6591,4.7,25
0,4.7,25
6594,4.7,25
6591,4.7,25
6575,4.7,25
6574,4.7,25
0,4.7,25
6594,4.7,25
6590,4.7,25
6585,4.7,25
6566,4.7,25
6568,4.7,25
6577,4.7,25
0,4.7,25
0,4.7,25
6540,4.7,25
6539,2.34,25
6688,2.34,25
6683,28.28,23
0,28.28,23
0,31.88,25
6567,33.3,28
6534,33.3,28
6586,34.05,31
6577,34.05,31
6589,34.05,31
6570,19.21,31
0,19.21,31
0,19.21,31
6587,19.21,31
6563,19.21,31
6531,19.21,31
0,8.95,31
6812,29.38,31
6588,29.38,31
6528,29.38,31
0,23.23,29
6537,23.23,29
6533,23.23,29
6524,23.23,29
6528,23.23,29
0,23.23,29
0,23.23,29
6528,23.23,29
6526,23.23,29
6524,23.23,29
6518,23.23,29
6521,23.23,29
6520,23.23,29
6513,23.23,29
6505,23.23,29
6507,23.23,29
6503,23.23,29
0,23.23,29
6520,3.05,29
6513,3.05,29
6504,20.67,26
6502,20.67,26
6497,20.67,26
0,21.1,23
0,63.76,31
6512,29.97,33
6495,29.97,33
6472,28.01,35
0,28.01,35
6488,28.01,35
6475,18.05,35
0,18.05,35
6472,18.05,35
6465,18.05,35
0,18.05,35
6482,18.05,35
6477,18.05,35
6500,7.33,35
0,7.33,35
6507,7.33,35
6494,7.33,35
6454,7.33,35
0,7.33,35
6485,7.33,35
6476,7.33,35
6475,7.33,35
6471,7.33,35
0,7.33,35
6489,7.33,35
6475,7.33,35
6453,7.33,35
6450,7.33,35
0,7.33,35
6466,7.33,35
6481,7.33,35
6426,7.33,35
0,7.33,35
6490,7.33,35
6410,7.33,35
6426,7.33,35
0,7.33,35
6470,7.33,35
6471,7.33,35
6612,7.33,35
6542,1.95,35
0,103.45,55
0,33.3,48
6368,33.3,48
6379,30.9,48
6362,30.9,48
6390,30.9,48
6361,30.9,48
0,30.9,48
0,30.9,48
6354,30.9,48
6350,30.9,48
6374,30.9,48
6361,30.9,48
6360,30.9,48
6341,30.9,48
0,30.9,48
6397,30.9,48
6565,83.22,62
6385,83.22,62
6583,28.82,43
0,28.82,43
6706,27.49,42
6543,27.49,42
6468,27.49,42
6656,19.72,42
6503,19.72,42
6660,25.62,40
6304,25.62,40
0,33.3,28
0,42.19,31
6651,36.12,34
6673,69.77,74
6720,69.77,74
6521,78.84,86
0,66.67,66
0,42.8,59
6835,57.64,60
6614,39.42,51
6621,39.42,51
0,31.55,42
0,34.86,40
6440,106.95,52
6584,56.55,56
0,73.08,75
6983,73.08,66
6789,73.08,66
0,49.96,57
5862,49.96,57
6292,29.67,46
6296,29.67,46
6307,29.67,46
0,29.67,46
6285,29.67,46
6286,29.67,46
6258,29.67,46
6259,29.67,46
6272,29.67,46
0,29.67,46
6278,29.67,46
6298,5.01,46
6255,5.01,46
0,5.01,46
6264,5.01,46
6236,12.81,46
6260,12.81,46
6236,12.81,46
0,12.81,46
6253,12.81,46
6226,12.81,46
6252,12.81,46
0,12.81,46
0,12.81,46
6229,12.81,46
6219,12.81,46
0,12.81,46
0,12.81,46
6221,12.81,46
6212,12.81,46
6188,12.81,46
0,12.81,46
0,3.04,46
6248,3.04,46
6225,3.04,46
6218,3.04,46
6202,3.04,46
6213,3.04,46
6206,3.04,46
6210,3.04,46
6212,3.04,46
6189,3.04,46
6220,3.04,46
0,3.04,46
6194,4.51,46
6183,63.76,44
0,63.76,44
0,63.76,44
6202,16.47,44
6211,16.47,44
6199,16.47,44
6181,16.47,44
6185,16.47,44
0,16.47,44
6202,16.47,44
6182,16.47,44
6179,16.47,44
0,16.47,44
6202,16.47,44
6188,4.65,44
6178,4.65,44
6165,4.65,44
6140,4.65,44
0,15.45,44
6163,15.45,44
6165,15.45,44
6149,15.45,44
6154,15.45,44
6165,15.45,44
6157,15.45,44
6159,15.45,44
6173,15.45,44
0,15.45,44
6191,15.45,44
6155,4.81,44
6154,4.81,44
6134,4.81,44
6155,4.81,44
6142,4.81,44
6147,4.81,44
6127,4.81,44
6142,4.81,44
6155,4.81,44
6163,4.81,44
6151,5.9,44
6158,59.94,50
6143,59.94,50
6129,59.94,50
6126,59.94,50
0,59.94,50
0,59.94,50
6142,8.51,50
6116,8.51,50
6123,8.51,50
0,8.51,50
0,8.51,50
6116,10.59,50
6128,10.59,50
6130,10.59,50
6114,10.59,50
6137,10.59,50
0,57.64,60
0,57.64,60
6105,6.23,60
6087,6.23,60
6121,6.23,60
6077,6.23,60
6095,6.23,60
6077,6.23,60
0,9.58,60
0,9.58,60
6078,9.58,60
6057,9.58,60
465,9.58,60
884,9.58,60
0,9.58,60
434,65.15,61
444,65.15,61
406,78.95,61
511,78.95,61
25436,33.3,55
170159,33.3,55
166195,27.75,46
529,27.75,46
590,27.75,46
421,27.75,46
409,27.75,46
405,27.75,46
0,8.81,46
386,83.22,55
0,45.42,47
429,45.42,47
417,26.29,45
391,26.29,45
391,26.29,45
424,22.7,44
411,71.34,41
414,71.34,41
419,71.34,41
0,71.34,41
0,71.34,41
455,71.34,41
450,71.34,41
447,71.34,41
442,71.34,41
433,71.34,41
437,71.34,41
440,71.34,41
0,71.34,41
0,71.34,41
467,71.34,41
445,71.34,41
460,71.34,41
468,71.34,41
473,71.34,41
536,2.83,41
514,2.83,41
1310,37.93,39
2070,37.93,39
2748,37.93,39
3409,37.93,39
4078,37.93,39
0,37.93,39
0,37.93,39
7099,37.93,39
11389,37.93,39
12043,37.93,39
11744,37.93,39
12915,4.94,39
28691,4.94,39
16041,4.94,39
18300,4.94,39
11806,4.94,39
11758,4.94,39
11312,4.94,39
16642,7.59,39
10864,7.59,39
10804,7.59,39
0,7.59,39
0,7.59,39
10145,7.59,39
10160,7.59,39
10127,7.59,39
10130,7.59,39
10108,7.59,39
10120,7.59,39
10114,7.59,39
10105,7.59,39
10114,7.59,39
10112,7.59,39
0,7.59,39
0,7.59,39
10117,7.59,39
10109,7.59,39
10103,7.59,39
10107,7.59,39
0,7.59,39
0,7.59,39
10102,7.59,39
10096,7.59,39
10094,7.59,39
10101,7.59,39
0,7.59,39
0,7.59,39
10102,1.87,39
10089,1.87,39
10084,1.87,39
10091,1.87,39
0,1.87,39
0,1.87,39
29986,1.87,39
21960,1.87,39
19183,1.87,39
20290,1.87,39
19394,1.87,39
0,4.84,39
0,4.84,39
18617,4.84,39
18559,4.84,39
26579,13.5,39
25459,13.5,39
14317,13.5,39
12237,13.5,39
11054,13.5,39
10508,13.5,39
10765,13.5,39
8253,13.5,39
8246,13.5,39
8247,13.5,39
8247,13.5,39
8242,13.5,39
8252,13.5,39
8247,13.5,39
8247,13.5,39
8244,13.5,39
8240,13.5,39
8247,13.5,39
8250,13.5,39
8254,13.5,39
8250,13.5,39
0,13.5,39
0,13.5,39
8268,13.5,39
8265,13.5,39
8260,13.5,39
8252,13.5,39
8647,13.5,39
7386,13.5,39
7277,13.5,39
7068,1.88,39
7369,110.91,60
7234,110.91,60
6718,30.58,62
0,166.67,92
0,65.15,81
7199,30.27,81
7185,30.27,81
7180,30.27,81
7185,30.27,81
7186,30.27,81
7183,12.13,81
7177,12.13,81
7174,12.13,81
0,12.13,81
7195,12.13,81
7182,12.13,81
7180,12.13,81
7178,12.13,81
7178,12.13,81
7183,12.13,81
0,12.13,81
0,12.13,81
7189,12.13,81
7196,12.13,81
7180,12.13,81
7191,12.13,81
7187,12.13,81
7182,12.13,81
7191,12.13,81
7198,12.13,81
7190,12.13,81
7182,12.13,81
7185,12.13,81
7188,12.13,81
7170,12.13,81
0,12.13,81
7196,12.13,81
7196,12.13,81
7181,12.13,81
0,12.13,81
0,12.13,81
7200,12.13,81
7190,12.13,81
7194,12.13,81
7174,12.13,81
7176,12.13,81
7190,12.13,81
7193,12.13,81
7177,12.13,81
0,12.13,81
7201,12.13,81
7184,12.13,81
7178,12.13,81
0,12.13,81
7202,12.13,81
7190,12.13,81
7174,12.13,81
0,12.13,81
0,12.13,81
7197,12.13,81
7184,12.13,81
7200,12.13,81
7185,12.13,81
7182,12.13,81
7185,12.13,81
7181,12.13,81
7177,12.13,81
7184,12.13,81
7182,12.13,81
7178,12.13,81
7180,12.13,81
7181,12.13,81
10354,12.13,81
0,12.13,81
0,12.13,81
9942,12.13,81
9923,12.13,81
0,12.13,81
0,12.13,81
9944,0.79,81
9938,0.79,81
9933,0.79,81
9907,0.79,81
9925,15.29,81
0,15.29,81
9944,15.29,81
9934,15.29,81
9920,15.29,81
0,15.29,81
0,15.29,81
9926,15.29,81
0,15.29,81
9944,15.29,81
9945,15.29,81
9927,15.29,81
9926,15.29,81
9924,15.29,81
0,15.29,81
0,15.29,81
9938,15.29,81
9934,15.29,81
9918,15.29,81
0,15.29,81
0,15.29,81
9923,15.29,81
9921,15.29,81
0,15.29,81
9947,15.29,81
9921,15.29,81
9932,15.29,81
9923,15.29,81
9920,15.29,81
0,15.29,81
9941,15.29,81
9921,15.29,81
9920,15.29,81
0,15.29,81
9924,15.29,81
9947,15.29,81
9931,15.29,81
9922,15.29,81
9925,15.29,81
0,15.29,81
9942,15.29,81
9930,1.28,81
0,1.28,81
9956,1.28,81
9930,1.28,81
0,1.28,81
9964,1.28,81
9942,1.28,81
0,1.28,81
9964,1.28,81
9935,5.71,81
0,5.71,81
0,5.71,81
9931,5.71,81
9930,5.71,81
9932,5.71,81
0,5.71,81
0,7.27,81
9953,58.77,79
9947,58.77,79
9942,58.77,79
9942,58.77,79
0,58.77,79
0,58.77,79
9962,58.77,79
9938,7.46,79
9942,7.46,79
9944,7.46,79
9939,7.46,79
9944,7.46,79
9932,7.46,79
9930,7.46,79
9934,7.46,79
9945,7.46,79
9954,7.46,79
9939,5.6,79
9931,5.6,79
9998,5.6,79
9700,5.6,79
9657,15.69,79
0,15.69,79
0,27.5,45
9662,27.5,45
9655,27.5,45
9659,27.5,45
9650,27.5,45
0,27.5,45
0,27.5,45
9658,27.5,45
9650,27.5,45
9650,27.5,45
9644,27.5,45
0,27.5,45
9651,27.5,45
9651,27.5,45
0,27.5,45
9664,3.51,45
9639,3.51,45
0,3.51,45
9657,3.51,45
9640,3.51,45
9636,3.51,45
6088,3.51,45
0,3.51,45
6045,5.98,45
6148,5.98,45
6143,5.98,45
0,22.2,34
6157,22.2,34
6361,22.2,34
6196,22.2,34
0,14.0,34
6221,14.0,34
6204,21.1,32
6200,21.1,32
6583,34.44,26
6286,34.44,26
6459,125.0,51
6513,41.04,56
0,41.04,56
6468,83.22,72
6583,83.22,72
6558,35.67,49
0,50.8,51
6573,50.8,51
6558,50.8,51
6553,50.8,51
6549,50.8,51
0,50.8,51
6565,50.8,51
6553,50.8,51
6556,50.8,51
0,50.8,51
6568,50.8,51
6556,50.8,51
6552,50.8,51
0,50.8,51
6573,50.8,51
6556,50.8,51
6557,50.8,51
0,50.8,51
0,50.8,51
6560,2.72,51
6554,2.72,51
0,2.72,51
6567,2.72,51
6553,13.14,51
6557,13.14,51
0,13.14,51
6567,13.14,51
6553,13.14,51
0,13.14,51
6572,13.14,51
6561,13.14,51
0,13.14,51
6571,13.14,51
6563,5.24,51
6551,5.24,51
0,5.24,51
6574,5.24,51
6560,5.24,51
6561,5.24,51
0,5.24,51
6778,7.38,51
6518,7.38,51
6510,32.57,50
0,32.57,50
6538,21.56,34
6532,21.56,34
6537,21.56,34
0,21.56,34
6541,21.56,34
6508,21.56,34
6523,21.56,34
0,21.56,34
6533,21.56,34
6533,21.56,34
0,21.56,34
6529,4.86,34
6513,4.86,34
6672,4.86,34
0,4.86,34
6679,13.81,34
0,13.81,34
6375,13.81,34
6305,13.81,34
0,13.75,34
6474,68.1,42
6443,68.1,42
0,68.1,42
6465,68.1,42
6449,68.1,42
6449,68.1,42
0,68.1,42
6465,68.1,42
6466,68.1,42
6448,68.1,42
6448,68.1,42
0,68.1,42
6467,68.1,42
6454,3.92,42
6446,3.92,42
6445,3.92,42
6448,3.92,42
0,3.92,42
6458,3.92,42
6451,3.92,42
6443,3.92,42
0,3.92,42
0,3.92,42
6469,5.29,42
6457,5.29,42
6454,5.29,42
6451,5.29,42
6442,5.29,42
0,5.29,42
6460,5.29,42
6449,5.29,42
6445,5.29,42
0,5.29,42
6471,5.29,42
8350,5.29,42
11024,5.29,42
11015,5.29,42
0,5.29,42
0,5.29,42
20808,5.29,42
21025,5.29,42
14083,5.29,42
13674,2.88,42
0,2.88,42
13686,30.58,37
13123,30.58,37
13691,30.58,37
0,30.58,37
15078,30.58,37
15153,30.58,37
15162,30.58,37
0,30.58,37
0,30.58,37
15189,30.58,37
15183,30.58,37
0,30.58,37
15193,30.58,37
15217,3.9,37
15207,3.9,37
15204,3.9,37
15255,3.9,37
0,3.9,37
15250,3.9,37
15247,3.9,37
15255,3.9,37
15256,3.9,37
0,3.9,37
15272,3.9,37
15263,3.9,37
15260,3.9,37
15271,3.9,37
0,3.9,37
15238,3.9,37
15268,3.55,37
15246,3.55,37
15252,3.55,37
0,3.55,37
0,3.55,37
15272,3.55,37
15272,3.55,37
15257,3.55,37
15249,3.55,37
15253,3.55,37
0,3.55,37
0,3.55,37
15272,4.22,37
15267,4.22,37
15256,4.22,37
15257,4.22,37
15286,4.22,37
0,10.74,37
24529,10.74,37
24648,10.74,37
24718,18.62,37
24553,46.08,41
24399,46.08,41
24376,37.48,45
24887,50.8,40
0,50.8,40
0,50.8,40
28591,50.8,40
28636,12.81,40
28655,85.59,54
28662,42.83,53
0,38.41,53
28774,71.34,59
28753,71.34,59
28757,71.34,59
28699,71.34,59
0,71.34,59
0,68.1,54
28714,68.1,54
28692,36.54,53
28653,66.59,60
0,29.67,49
0,375.0,49
28562,29.38,40
28621,69.69,48
28551,50.8,44
28542,50.8,44
28621,29.38,44
28574,80.97,57
28678,80.97,57
28567,80.97,57
28572,80.97,57
367,80.97,57
84284,80.97,57
133166,80.97,57
134940,80.97,57
0,80.97,57
133213,80.97,57
132245,80.97,57
132016,4.87,57
0,41.07,50
131378,76.82,56
131008,76.82,56
130335,76.82,56
0,76.82,56
129328,76.82,56
128636,11.61,56
0,11.61,56
657,11.61,56
2777,11.61,56
0,11.61,56
4000,9.79,56
3810,9.79,56
0,9.79,56
3184,9.79,56
3598,14.07,56
0,14.07,56
3477,14.07,56
3442,15.77,56
0,69.69,66
3437,69.69,66
3409,69.69,66
0,69.69,66
3419,69.69,66
3410,69.69,66
0,69.69,66
3415,69.69,66
3408,69.69,66
0,69.69,66
0,69.69,66
3407,69.69,66
3409,69.69,66
3404,69.69,66
3421,69.69,66
3409,69.69,66
0,69.69,66
3423,3.01,66
3402,3.01,66
3399,3.01,66
3455,22.53,52
3417,22.53,52
0,120.0,59
4328,78.84,75
4155,65.15,85
0,136.05,89
3953,32.93,77
3872,32.93,77
3922,33.3,66
3899,31.55,58
4168,62.43,39
0,62.43,39
3861,62.43,39
3845,17.22,39
3808,17.22,39
0,17.22,39
3830,17.22,39
3809,17.22,39
0,17.22,39
3822,17.22,39
3816,17.22,39
3804,17.22,39
0,17.22,39
3819,17.22,39
3801,17.22,39
0,17.22,39
3822,17.22,39
3808,17.22,39
0,17.22,39
3821,17.22,39
3802,17.22,39
0,17.22,39
3816,17.22,39
3813,17.22,39
3795,17.22,39
0,17.22,39
0,17.22,39
3813,2.17,39
3808,2.17,39
3803,2.17,39
0,2.17,39
3819,2.17,39
3808,2.17,39
3803,2.17,39
0,2.17,39
3822,2.17,39
3806,2.17,39
0,2.17,39
3819,2.17,39
3806,2.17,39
0,2.17,39
3815,2.17,39
3823,2.17,39
3800,2.17,39
0,2.17,39
3818,2.17,39
3807,2.17,39
0,2.17,39
3813,2.17,39
3805,2.17,39
0,2.17,39
3821,2.17,39
3846,2.17,39
3505,2.17,39
0,2.17,39
3472,1.93,39
3434,32.61,39
3455,46.08,42
0,46.08,42
3285,24.98,41
3237,78.84,45
3211,41.61,47
0,41.61,47
3212,37.48,45
3191,34.84,47
3188,34.84,47
3187,34.84,47
0,34.84,47
3212,34.84,47
3199,34.84,47
3196,34.84,47
0,34.84,47
0,34.84,47
3209,34.84,47
3206,34.84,47
3199,34.84,47
3191,34.84,47
0,34.84,47
3212,34.84,47
3203,34.84,47
3195,34.84,47
3204,34.84,47
0,34.84,47
3201,34.84,47
3197,34.84,47
4037,34.84,47
0,34.84,47
467,34.84,47
0,34.84,47
532,34.84,47
995,34.84,47
0,34.84,47
985,34.84,47
970,34.84,47
0,34.84,47
827,34.84,47
776,34.84,47
0,1.5,47
9083,1.5,47
21139,1.5,47
96101,1.5,47
114626,1.5,47
117086,1.5,47
125346,1.5,47
0,1.5,47
11440,1.5,47
13484,1.5,47
0,4.95,47
13558,59.94,42
13366,59.94,42
0,21.41,37
13434,136.36,93
13302,136.36,93
0,28.26,85
13320,230.77,117
13215,38.41,93
13271,85.71,107
0,85.71,107
13200,31.88,96
13202,30.88,46
0,30.88,46
13392,26.76,43
13199,26.76,43
0,166.67,63
13126,176.47,114
13218,176.47,146
0,176.47,146
13232,24.97,131
13159,157.48,101
0,248.96,132
13191,248.96,132
13181,25.84,126
0,166.67,104
13256,166.67,104
13210,166.67,104
13212,20.25,103
0,20.25,103
15010,20.25,103
15674,20.24,84
0,20.24,84
14549,20.24,84
15423,18.27,84
13653,18.27,84
13852,18.27,84
14334,18.27,84
0,18.27,84
13582,18.27,84
0,8.35,84
15014,36.99,60
0,36.99,60
16616,36.99,60
13962,36.99,60
0,36.99,60
13543,10.74,60
13624,59.94,33
13327,59.94,33
12928,34.05,37
13948,44.05,43
13685,32.57,42
0,32.57,42
13198,157.89,66
0,46.08,67
13651,46.08,67
13511,35.67,68
0,175.95,114
13212,47.58,117
0,41.61,112
0,200.0,113
12897,49.1,114
0,76.82,122
12863,103.45,69
0,119.76,91
12530,119.76,91
12912,22.53,84
0,44.71,69
14034,63.69,62
0,63.69,62
0,63.69,62
16871,18.84,62
0,120.0,93
16551,119.76,107
16524,88.11,106
0,120.0,102
16350,120.0,102
0,142.86,119
0,142.86,119
16537,24.36,95
0,62.37,100
16499,62.37,100
0,33.67,65
16626,41.61,40
0,41.61,40
16623,24.36,40
16496,124.74,55
16509,124.74,55
16512,25.61,53
16446,57.58,57
0,51.68,64
16589,38.41,42
0,44.05,47
16606,56.55,47
16574,48.31,46
0,53.52,50
16598,49.1,51
0,54.5,51
16634,58.77,53
16630,41.61,50
16687,41.61,50
16679,52.54,51
0,28.54,44
8313,28.54,44
0,28.54,44
0,28.54,44
12161,28.54,44
11957,10.3,44
11687,66.59,46
0,199.34,86
11164,32.22,81
11110,32.22,81
11174,103.45,93
11338,41.61,53
0,41.61,53
10827,37.9,54
12600,42.83,55
0,42.83,55
12268,19.83,55
0,19.83,55
11427,19.83,55
11395,124.74,56
0,124.74,56
10892,29.96,54
0,333.33,64
0,333.33,64
11677,333.33,64
11635,14.0,64
0,41.04,69
11708,41.04,69
11627,41.04,69
0,19.58,69
11558,19.58,69
0,26.75,44
0,26.75,44
11623,26.04,44
0,136.05,58
0,55.45,65
11729,175.95,121
0,55.5,101
0,88.11,90
11883,85.59,67
0,41.61,64
0,42.19,64
11681,42.19,64
0,46.08,53
12000,44.05,43
11222,62.43,55
1909,62.43,55
0,62.43,55
1497,18.61,55
0,78.84,63
1503,58.77,67
1495,55.45,63
0,55.45,63
1431,28.54,54
0,36.97,44
0,46.12,41
1517,38.41,37
0,49.1,42
1524,71.34,51
1533,142.52,84
0,74.91,88
1515,115.16,99
1539,130.15,96
0,71.34,84
1494,71.34,84
0,28.53,74
1412,149.63,79
0,51.68,74
1419,69.69,85
0,69.69,85
1412,69.69,85
0,69.69,85
0,15.06,85
1421,15.06,85
0,15.06,85
1423,15.06,85
0,15.06,85
1413,15.06,85
0,15.06,85
1439,15.06,85
0,15.06,85
1447,15.06,85
0,15.06,85
1411,4.6,85
0,43.42,78
1404,40.49,50
0,83.22,60
1430,83.22,60
1401,83.22,60
0,83.22,60
1390,14.27,60
0,43.42,60
1395,63.76,66
0,63.76,66
1365,111.11,62
0,111.11,62
1366,111.11,62
0,111.11,62
1370,111.11,62
0,11.02,62
1416,11.02,62
0,22.69,57
1409,22.69,57
1414,24.16,47
1414,24.16,47
0,44.71,50
1388,49.92,34
0,42.83,39
0,38.41,43
1387,38.41,43
1365,38.41,43
0,38.41,43
0,38.41,43
1377,38.41,43
0,38.41,43
1827,7.84,43
1689,35.25,41
0,78.84,57
1649,78.84,57
0,78.84,57
1625,18.96,57
0,74.91,66
1675,36.1,67
0,36.1,67
1682,36.1,67
0,36.1,67
1711,13.03,67
1707,13.03,67
0,36.1,56
1680,39.95,46
1704,39.95,46
1696,39.95,46
0,39.95,46
1704,39.95,46
1696,39.95,46
0,39.95,46
1687,39.95,46
0,39.95,46
1332,39.95,46
1493,5.26,46
0,38.91,37
1504,38.91,37
1485,38.91,37
