BPM,AvgBPM,IR_value,Accel_X,Accel_Y,Accel_Z,A_total
0.0,0.0,1978,-0.94,-10.4,2.24,10.67
0.0,0.0,1966,-0.98,-10.4,2.24,10.68
0.0,0.0,1970,-0.9,-10.4,2.28,10.68
0.0,0.0,1998,-0.94,-10.4,2.2,10.67
0.0,0.0,1971,-0.94,-10.4,2.24,10.67
0.0,0.0,1976,-0.98,-10.36,2.2,10.63
0.0,0.0,1971,-0.98,-10.4,2.31,10.69
0.0,0.0,1975,-0.98,-10.4,2.24,10.68
0.0,0.0,1972,-0.9,-10.4,2.2,10.66
0.0,0.0,1971,-0.94,-10.4,2.24,10.67
0.0,0.0,1974,-0.98,-10.36,2.2,10.63
0.0,0.0,1955,-1.02,-10.36,2.2,10.64
0.0,0.0,1972,-1.02,-10.4,2.24,10.68
0.0,0.0,1983,-0.94,-10.43,2.2,10.7
0.0,0.0,1976,-0.98,-10.4,2.28,10.69
0.0,0.0,1974,-0.94,-10.4,2.28,10.68
0.0,0.0,1995,-0.94,-10.4,2.16,10.66
0.0,0.0,1980,-0.94,-10.4,2.16,10.66
0.0,0.0,1978,-0.94,-10.4,2.24,10.67
0.0,0.0,1976,-0.94,-10.36,2.24,10.64
0.0,0.0,1971,-0.98,-10.36,2.2,10.63
0.0,0.0,1974,-0.98,-10.36,2.24,10.64
0.0,0.0,1965,-0.94,-10.36,2.2,10.63
0.0,0.0,1971,-0.98,-10.4,2.2,10.67
0.0,0.0,1975,-0.98,-10.36,2.28,10.65
0.0,0.0,1977,-0.98,-10.4,2.24,10.68
0.0,0.0,1963,-0.94,-10.4,2.16,10.66
0.0,0.0,1955,-0.94,-10.43,2.31,10.73
0.0,0.0,1970,-0.94,-10.4,2.24,10.67
0.0,0.0,1977,-0.94,-10.4,2.24,10.67
0.0,0.0,1980,-0.98,-10.36,2.2,10.63
0.0,0.0,1971,-0.98,-10.43,2.2,10.71
0.0,0.0,1969,-0.94,-10.4,2.2,10.67
0.0,0.0,1979,-0.94,-10.4,2.24,10.67
0.0,0.0,1975,-0.94,-10.4,2.28,10.68
0.0,0.0,1975,-0.98,-10.36,2.2,10.63
0.0,0.0,1984,-0.94,-10.43,2.28,10.72
0.0,0.0,1984,-0.94,-10.4,2.2,10.67
0.0,0.0,1972,-0.98,-10.4,2.28,10.69
0.0,0.0,1997,-0.86,-10.47,2.24,10.74
0.0,0.0,1983,-0.94,-10.43,2.2,10.7
0.0,0.0,1979,-0.98,-10.36,2.28,10.65
0.0,0.0,1971,-0.9,-10.36,2.2,10.62
0.0,0.0,1965,-0.98,-10.4,2.2,10.67
0.0,0.0,1970,-0.94,-10.4,2.28,10.68
0.0,0.0,1981,-0.94,-10.43,2.24,10.71
0.0,0.0,1980,-0.98,-10.43,2.24,10.72
0.0,0.0,1979,-0.9,-10.4,2.31,10.69
0.0,0.0,1974,-0.94,-10.43,2.24,10.71
0.0,0.0,1977,-0.94,-10.4,2.2,10.67
0.0,0.0,1965,-0.98,-10.4,2.2,10.67
0.0,0.0,1963,-0.94,-10.4,2.2,10.67
0.0,0.0,1972,-1.02,-10.36,2.28,10.65
0.0,0.0,1966,-0.98,-10.4,2.16,10.66
0.0,0.0,1972,-0.94,-10.4,2.28,10.68
0.0,0.0,1973,-0.98,-10.32,2.24,10.6
0.0,0.0,1967,-0.94,-10.4,2.28,10.68
0.0,0.0,1985,-0.98,-10.4,2.24,10.68
0.0,0.0,1946,-0.94,-10.4,2.24,10.67
0.0,0.0,1970,-0.9,-10.36,2.2,10.62
0.0,0.0,1965,-0.94,-10.36,2.24,10.64
0.0,0.0,1974,-0.94,-10.4,2.2,10.67
0.0,0.0,1983,-0.98,-10.4,2.24,10.68
0.0,0.0,1951,-0.94,-10.4,2.2,10.67
0.0,0.0,1955,-0.82,-10.4,2.2,10.66
0.0,0.0,1962,-0.98,-10.36,2.2,10.63
0.0,0.0,1962,-0.94,-10.36,2.24,10.64
0.0,0.0,1988,-0.98,-10.4,2.2,10.67
0.0,0.0,1985,-0.9,-10.4,2.16,10.65
0.0,0.0,1962,-0.94,-10.4,2.24,10.67
0.0,0.0,1974,-0.98,-10.36,2.24,10.64
0.0,0.0,1972,-0.98,-10.36,2.24,10.64
0.0,0.0,1970,-0.94,-10.43,2.28,10.72
0.0,0.0,1957,-0.9,-10.43,2.24,10.71
0.0,0.0,1943,-0.94,-10.4,2.2,10.67
0.0,0.0,1962,-0.94,-10.4,2.16,10.66
0.0,0.0,1967,-0.94,-10.36,2.24,10.64
0.0,0.0,1958,-0.9,-10.43,2.24,10.71
0.0,0.0,1957,-0.94,-10.4,2.28,10.68
0.0,0.0,1956,-0.94,-10.28,2.2,10.55
0.0,0.0,1960,-0.9,-10.43,2.24,10.71
0.0,0.0,1968,-0.94,-10.4,2.24,10.67
0.0,0.0,1963,-0.9,-10.4,2.2,10.66
0.0,0.0,1952,-0.94,-10.4,2.2,10.67
0.0,0.0,1960,-0.9,-10.51,2.28,10.79
0.0,0.0,1966,-0.9,-10.4,2.24,10.67
0.0,0.0,1949,-0.94,-10.4,2.24,10.67
0.0,0.0,1946,-0.94,-10.43,2.28,10.72
0.0,0.0,1962,-0.94,-10.4,2.16,10.66
0.0,0.0,1965,-0.9,-10.4,2.24,10.67
0.0,0.0,1955,-0.9,-10.4,2.2,10.66
0.0,0.0,1958,-0.94,-10.43,2.28,10.72
0.0,0.0,1964,-0.9,-10.36,2.24,10.63
0.0,0.0,1959,-0.86,-10.4,2.24,10.67
0.0,0.0,1961,-0.94,-10.4,2.16,10.66
0.0,0.0,1982,-0.98,-10.4,2.16,10.66
0.0,0.0,1985,-0.9,-10.43,2.2,10.7
0.0,0.0,1959,-0.9,-10.4,2.2,10.66
0.0,0.0,1969,-0.9,-10.43,2.2,10.7
0.0,0.0,1962,-0.9,-10.43,2.2,10.7
0.0,0.0,1965,-0.98,-10.36,2.12,10.62
0.0,0.0,1958,-0.9,-10.4,2.2,10.66
0.0,0.0,1961,-0.94,-10.4,2.28,10.68
0.0,0.0,1994,-0.9,-10.4,2.24,10.67
0.0,0.0,1988,-0.94,-10.4,2.24,10.67
0.0,0.0,1955,-0.9,-10.32,2.28,10.6
0.0,0.0,1964,-0.98,-10.36,2.24,10.64
0.0,0.0,1963,-0.94,-10.43,2.28,10.72
0.0,0.0,1984,-0.86,-10.47,2.24,10.74
0.0,0.0,1965,-0.94,-10.4,2.24,10.67
0.0,0.0,1954,-0.9,-10.43,2.28,10.72
0.0,0.0,1950,-0.9,-10.4,2.24,10.67
0.0,0.0,1957,-0.94,-10.4,2.24,10.67
0.0,0.0,1962,-0.98,-10.36,2.16,10.62
0.0,0.0,1955,-0.94,-10.4,2.2,10.67
0.0,0.0,1951,-0.94,-10.36,2.2,10.63
0.0,0.0,1935,-0.94,-10.36,2.24,10.64
0.0,0.0,1968,-0.9,-10.43,2.24,10.71
0.0,0.0,1967,-0.94,-10.4,2.24,10.67
0.0,0.0,1962,-0.94,-10.43,2.2,10.7
0.0,0.0,1977,-0.94,-10.47,2.2,10.74
0.0,0.0,2000,-0.98,-10.4,2.24,10.68
0.0,0.0,1956,-0.86,-10.43,2.24,10.71
0.0,0.0,1961,-0.98,-10.4,2.24,10.68
0.0,0.0,1981,-0.98,-10.43,2.24,10.72
0.0,0.0,1962,-0.98,-10.36,2.2,10.63
0.0,0.0,1960,-0.86,-10.4,2.2,10.66
0.0,0.0,2005,-0.98,-10.4,2.2,10.67
0.0,0.0,1973,-0.9,-10.4,2.2,10.66
0.0,0.0,1970,-0.94,-10.4,2.24,10.67
0.0,0.0,1979,-0.94,-10.4,2.24,10.67
0.0,0.0,1977,-0.9,-10.4,2.28,10.68
0.0,0.0,1963,-0.9,-10.43,2.2,10.7
0.0,0.0,1966,-0.82,-10.43,2.16,10.69
0.0,0.0,1955,-0.94,-10.4,2.24,10.67
0.0,0.0,1957,-0.9,-10.4,2.2,10.66
0.0,0.0,1958,-0.94,-10.4,2.31,10.69
0.0,0.0,1955,-0.82,-10.4,2.31,10.68
0.0,0.0,1959,-0.94,-10.36,2.24,10.64
0.0,0.0,1977,-0.94,-10.4,2.24,10.67
0.0,0.0,1955,-0.94,-10.36,2.24,10.64
0.0,0.0,1943,-0.9,-10.4,2.28,10.68
0.0,0.0,1968,-0.86,-10.4,2.2,10.66
0.0,0.0,1969,-0.94,-10.4,2.2,10.67
0.0,0.0,1981,-0.9,-10.4,2.2,10.66
0.0,0.0,1957,-0.9,-10.4,2.16,10.65
0.0,0.0,1963,-0.94,-10.36,2.24,10.64
0.0,0.0,1966,-0.98,-10.4,2.16,10.66
0.0,0.0,1969,-0.94,-10.4,2.2,10.67
0.0,0.0,1962,-0.9,-10.36,2.2,10.62
0.0,0.0,1985,-0.9,-10.4,2.24,10.67
0.0,0.0,1958,-0.94,-10.4,2.24,10.67
0.0,0.0,1955,-0.86,-10.4,2.28,10.68
0.0,0.0,1969,-0.9,-10.4,2.24,10.67
0.0,0.0,1966,-0.82,-10.36,2.28,10.63
0.0,0.0,1965,-0.9,-10.4,2.28,10.68
0.0,0.0,1990,-1.06,-10.4,2.24,10.69
0.0,0.0,1941,-0.9,-10.43,2.24,10.71
0.0,0.0,1968,-0.94,-10.4,2.2,10.67
0.0,0.0,1965,-0.86,-10.4,2.24,10.67
0.0,0.0,1963,-0.9,-10.43,2.2,10.7
0.0,0.0,1988,-0.94,-10.4,2.24,10.67
0.0,0.0,1946,-0.86,-10.36,2.24,10.63
0.0,0.0,1966,-0.9,-10.4,2.12,10.65
0.0,0.0,1964,-0.94,-10.36,2.16,10.62
0.0,0.0,1960,-0.9,-10.36,2.2,10.62
0.0,0.0,1960,-0.94,-10.36,2.2,10.63
0.0,0.0,1959,-0.94,-10.4,2.2,10.67
0.0,0.0,1981,-0.9,-10.4,2.28,10.68
0.0,0.0,1938,-0.9,-10.4,2.12,10.65
0.0,0.0,1970,-0.94,-10.4,2.24,10.67
0.0,0.0,1965,-0.94,-10.36,2.24,10.64
0.0,0.0,1970,-0.94,-10.4,2.2,10.67
0.0,0.0,1962,-0.9,-10.4,2.16,10.65
0.0,0.0,1943,-0.9,-10.4,2.2,10.66
0.0,0.0,1957,-0.9,-10.4,2.24,10.67
0.0,0.0,1963,-0.9,-10.32,2.2,10.59
0.0,0.0,1962,-0.9,-10.4,2.12,10.65
0.0,0.0,1968,-0.9,-10.43,2.28,10.72
0.0,0.0,1958,-0.94,-10.4,2.2,10.67
0.0,0.0,1956,-0.9,-10.36,2.28,10.64
0.0,0.0,1983,-0.86,-10.43,2.16,10.69
0.0,0.0,1954,-0.9,-10.4,2.2,10.66
0.0,0.0,1969,-0.9,-10.4,2.2,10.66
0.0,0.0,1951,-0.9,-10.4,2.16,10.65
0.0,0.0,1961,-0.9,-10.4,2.24,10.67
0.0,0.0,1961,-0.9,-10.36,2.24,10.63
0.0,0.0,1955,-0.9,-10.4,2.24,10.67
0.0,0.0,1948,-0.86,-10.4,2.28,10.68
0.0,0.0,1964,-0.9,-10.36,2.24,10.63
0.0,0.0,1954,-0.9,-10.43,2.28,10.72
0.0,0.0,1964,-0.9,-10.4,2.2,10.66
0.0,0.0,1965,-0.9,-10.4,2.2,10.66
0.0,0.0,1956,-0.9,-10.4,2.28,10.68
0.0,0.0,1951,-0.9,-10.4,2.28,10.68
0.0,0.0,1966,-0.9,-10.43,2.24,10.71
0.0,0.0,1976,-0.98,-10.4,2.24,10.68
0.0,0.0,1953,-0.9,-10.43,2.2,10.7
0.0,0.0,1966,-0.94,-10.4,2.24,10.67
0.0,0.0,1990,-0.86,-10.4,2.2,10.66
0.0,0.0,1941,-0.86,-10.4,2.2,10.66
0.0,0.0,1963,-0.9,-10.43,2.2,10.7
0.0,0.0,1964,-0.9,-10.4,2.24,10.67
0.0,0.0,1957,-0.9,-10.4,2.2,10.66
0.0,0.0,1957,-0.86,-10.36,2.2,10.62
0.0,0.0,1966,-0.94,-10.4,2.24,10.67
0.0,0.0,1958,-0.9,-10.43,2.28,10.72
0.0,0.0,1962,-0.9,-10.43,2.16,10.69
0.0,0.0,1965,-0.9,-10.43,2.24,10.71
0.0,0.0,1969,-0.86,-10.4,2.24,10.67
0.0,0.0,1961,-0.86,-10.4,2.16,10.65
0.0,0.0,1958,-0.9,-10.43,2.24,10.71
0.0,0.0,1961,-0.9,-10.4,2.24,10.67
0.0,0.0,1961,-0.86,-10.36,2.24,10.63
0.0,0.0,1957,-0.9,-10.4,2.2,10.66
0.0,0.0,1971,-0.86,-10.4,2.16,10.65
0.0,0.0,1988,-0.9,-10.36,2.2,10.62
0.0,0.0,1954,-0.86,-10.4,2.2,10.66
0.0,0.0,1978,-0.9,-10.43,2.24,10.71
0.0,0.0,1966,-0.9,-10.4,2.2,10.66
0.0,0.0,1969,-0.9,-10.43,2.24,10.71
0.0,0.0,1966,-0.86,-10.4,2.12,10.64
0.0,0.0,1979,-0.9,-10.36,2.2,10.62
0.0,0.0,1957,-0.94,-10.4,2.2,10.67
0.0,0.0,1972,-0.9,-10.4,2.2,10.66
0.0,0.0,1969,-0.9,-10.43,2.2,10.7
0.0,0.0,1960,-0.94,-10.43,2.16,10.7
0.0,0.0,1962,-0.86,-10.4,2.16,10.65
0.0,0.0,1962,-0.9,-10.4,2.24,10.67
0.0,0.0,1958,-0.9,-10.4,2.24,10.67
0.0,0.0,1965,-0.86,-10.43,2.28,10.71
0.0,0.0,1940,-0.82,-10.4,2.16,10.65
0.0,0.0,1963,-0.86,-10.4,2.28,10.68
0.0,0.0,1963,-0.9,-10.36,2.28,10.64
0.0,0.0,1978,-0.94,-10.4,2.16,10.66
0.0,0.0,1972,-0.9,-10.4,2.24,10.67
0.0,0.0,1964,-0.86,-10.43,2.24,10.71
0.0,0.0,1962,-0.94,-10.43,2.16,10.7
0.0,0.0,1955,-0.94,-10.43,2.24,10.71
0.0,0.0,1964,-0.9,-10.4,2.16,10.65
0.0,0.0,1963,-0.94,-10.4,2.16,10.66
0.0,0.0,1982,-0.9,-10.36,2.24,10.63
0.0,0.0,1972,-0.82,-10.43,2.2,10.69
0.0,0.0,1985,-0.9,-10.4,2.2,10.66
0.0,0.0,1957,-0.86,-10.4,2.31,10.68
0.0,0.0,1964,-0.86,-10.4,2.24,10.67
0.0,0.0,1978,-0.9,-10.36,2.24,10.63
0.0,0.0,1957,-0.94,-10.36,2.24,10.64
0.0,0.0,1975,-0.9,-10.4,2.2,10.66
0.0,0.0,1978,-0.9,-10.36,2.24,10.63
0.0,0.0,1995,-0.9,-10.4,2.16,10.65
0.0,0.0,2002,-0.82,-10.43,2.24,10.7
0.0,0.0,1988,-0.82,-10.4,2.24,10.66
0.0,0.0,1987,-0.86,-10.36,2.28,10.64
0.0,0.0,2000,-0.9,-10.4,2.16,10.65
0.0,0.0,1995,-0.9,-10.4,2.2,10.66
0.0,0.0,1981,-0.86,-10.36,2.24,10.63
0.0,0.0,2001,-0.86,-10.36,2.24,10.63
0.0,0.0,1981,-0.9,-10.4,2.2,10.66
0.0,0.0,1984,-0.86,-10.4,2.2,10.66
0.0,0.0,1980,-0.82,-10.43,2.24,10.7
0.0,0.0,1978,-0.9,-10.43,2.24,10.71
0.0,0.0,1978,-0.9,-10.4,2.24,10.67
0.0,0.0,1975,-0.86,-10.4,2.2,10.66
0.0,0.0,1980,-0.94,-10.4,2.2,10.67
0.0,0.0,1990,-0.86,-10.43,2.24,10.71
0.0,0.0,1974,-0.9,-10.4,2.24,10.67
0.0,0.0,1981,-0.9,-10.43,2.08,10.68
0.0,0.0,1994,-0.9,-10.36,2.2,10.62
0.0,0.0,1986,-0.82,-10.4,2.24,10.66
0.0,0.0,1984,-0.86,-10.4,2.2,10.66
0.0,0.0,1977,-0.82,-10.36,2.28,10.63
0.0,0.0,2019,-0.9,-10.4,2.28,10.68
0.0,0.0,2004,-0.86,-10.43,2.24,10.71
0.0,0.0,1985,-0.86,-10.4,2.31,10.68
0.0,0.0,1995,-0.9,-10.4,2.28,10.68
0.0,0.0,1987,-0.9,-10.4,2.2,10.66
0.0,0.0,1967,-0.9,-10.36,2.28,10.64
0.0,0.0,1977,-0.86,-10.43,2.2,10.7
0.0,0.0,1983,-0.9,-10.4,2.2,10.66
0.0,0.0,1971,-0.9,-10.4,2.24,10.67
0.0,0.0,1975,-0.86,-10.36,2.2,10.62
0.0,0.0,1985,-0.86,-10.36,2.16,10.61
0.0,0.0,1981,-0.86,-10.4,2.16,10.65
0.0,0.0,2008,-0.9,-10.4,2.2,10.66
0.0,0.0,1986,-0.9,-10.4,2.2,10.66
0.0,0.0,1984,-0.9,-10.4,2.2,10.66
0.0,0.0,1983,-0.86,-10.43,2.2,10.7
0.0,0.0,1983,-0.86,-10.43,2.31,10.72
0.0,0.0,1983,-0.9,-10.36,2.2,10.62
0.0,0.0,1967,-0.86,-10.43,2.2,10.7
0.0,0.0,1985,-0.86,-10.4,2.24,10.67
0.0,0.0,1986,-0.9,-10.4,2.24,10.67
0.0,0.0,2003,-0.9,-10.36,2.24,10.63
0.0,0.0,1985,-0.86,-10.4,2.28,10.68
0.0,0.0,1973,-0.86,-10.4,2.24,10.67
0.0,0.0,1985,-0.9,-10.32,2.2,10.59
0.0,0.0,2008,-0.86,-10.43,2.2,10.7
0.0,0.0,1987,-0.9,-10.4,2.2,10.66
0.0,0.0,1982,-0.86,-10.43,2.2,10.7
0.0,0.0,1985,-0.86,-10.36,2.2,10.62
0.0,0.0,1965,-0.94,-10.4,2.2,10.67
0.0,0.0,1984,-0.86,-10.4,2.2,10.66
0.0,0.0,1980,-0.86,-10.43,2.24,10.71
0.0,0.0,1978,-0.86,-10.43,2.2,10.7
0.0,0.0,1980,-0.86,-10.43,2.28,10.71
0.0,0.0,1984,-0.86,-10.4,2.24,10.67
0.0,0.0,1965,-0.86,-10.4,2.2,10.66
0.0,0.0,1984,-0.86,-10.4,2.24,10.67
0.0,0.0,1992,-0.86,-10.4,2.2,10.66
0.0,0.0,1978,-0.86,-10.43,2.2,10.7
0.0,0.0,1962,-0.86,-10.4,2.2,10.66
0.0,0.0,1970,-0.86,-10.4,2.24,10.67
0.0,0.0,1979,-0.86,-10.43,2.24,10.71
0.0,0.0,1988,-0.86,-10.4,2.24,10.67
0.0,0.0,1984,-0.9,-10.4,2.2,10.66
0.0,0.0,1977,-0.86,-10.36,2.16,10.61
0.0,0.0,1952,-0.82,-10.43,2.16,10.69
0.0,0.0,1973,-0.86,-10.4,2.24,10.67
0.0,0.0,1955,-0.86,-10.43,2.24,10.71
0.0,0.0,2004,-0.86,-10.43,2.24,10.71
0.0,0.0,2021,-0.86,-10.43,2.31,10.72
0.0,0.0,1977,-0.78,-10.47,2.16,10.72
0.0,0.0,2019,-0.9,-10.32,2.39,10.63
0.0,0.0,1997,-0.86,-10.36,2.24,10.63
0.0,0.0,1979,-0.9,-10.4,2.16,10.65
0.0,0.0,1973,-0.9,-10.4,2.2,10.66
0.0,0.0,1980,-0.86,-10.4,2.24,10.67
0.0,0.0,1983,-0.86,-10.36,2.2,10.62
0.0,0.0,2016,-0.86,-10.36,2.28,10.64
0.0,0.0,1972,-0.86,-10.28,2.16,10.54
0.0,0.0,1994,-0.82,-10.43,2.2,10.69
0.0,0.0,1984,-0.82,-10.4,2.2,10.66
0.0,0.0,1987,-0.9,-10.36,2.24,10.63
0.0,0.0,1997,-0.86,-10.4,2.28,10.68
0.0,0.0,1992,-0.86,-10.4,2.28,10.68
0.0,0.0,1955,-0.9,-10.43,2.28,10.72
0.0,0.0,1989,-0.86,-10.43,2.12,10.68
0.0,0.0,1985,-0.82,-10.43,2.24,10.7
0.0,0.0,1975,-0.86,-10.4,2.28,10.68
0.0,0.0,1967,-0.9,-10.4,2.2,10.66
0.0,0.0,1987,-0.86,-10.47,2.2,10.74
0.0,0.0,1987,-0.86,-10.36,2.08,10.6
0.0,0.0,1963,-0.82,-10.43,2.28,10.71
0.0,0.0,1980,-0.9,-10.36,2.28,10.64
0.0,0.0,1974,-0.86,-10.43,2.2,10.7
0.0,0.0,1986,-0.9,-10.4,2.28,10.68
0.0,0.0,1943,-0.86,-10.36,2.16,10.61
0.0,0.0,1969,-0.9,-10.4,2.24,10.67
0.0,0.0,1968,-0.9,-10.4,2.16,10.65
0.0,0.0,1971,-0.86,-10.43,2.2,10.7
0.0,0.0,1980,-0.9,-10.43,2.2,10.7
0.0,0.0,1964,-0.82,-10.43,2.2,10.69
0.0,0.0,1973,-0.86,-10.43,2.24,10.71
0.0,0.0,1976,-0.86,-10.36,2.28,10.64
0.0,0.0,1968,-0.82,-10.4,2.2,10.66
0.0,0.0,1965,-0.82,-10.47,2.24,10.74
0.0,0.0,1971,-0.9,-10.43,2.24,10.71
0.0,0.0,1979,-0.9,-10.4,2.31,10.69
0.0,0.0,1963,-0.82,-10.47,2.28,10.75
0.0,0.0,1995,-0.86,-10.43,2.2,10.7
0.0,0.0,1993,-0.86,-10.4,2.24,10.67
0.0,0.0,1980,-0.86,-10.4,2.16,10.65
0.0,0.0,1961,-0.86,-10.43,2.24,10.71
0.0,0.0,1957,-0.82,-10.4,2.2,10.66
0.0,0.0,1988,-0.86,-10.43,2.2,10.7
0.0,0.0,2008,-0.86,-10.36,2.28,10.64
0.0,0.0,2002,-0.82,-10.4,2.2,10.66
0.0,0.0,1967,-0.82,-10.4,2.24,10.66
0.0,0.0,1957,-0.86,-10.47,2.24,10.74
0.0,0.0,1973,-0.82,-10.36,2.24,10.63
0.0,0.0,2022,-0.86,-10.43,2.24,10.71
0.0,0.0,2009,-0.86,-10.43,2.28,10.71
0.0,0.0,1993,-0.86,-10.43,2.24,10.71
0.0,0.0,1976,-0.86,-10.43,2.24,10.71
0.0,0.0,1953,-0.86,-10.51,2.24,10.78
0.0,0.0,1990,-0.86,-10.43,2.24,10.71
0.0,0.0,2004,-0.86,-10.43,2.28,10.71
0.0,0.0,1988,-0.86,-10.4,2.24,10.67
0.0,0.0,1966,-0.82,-10.4,2.2,10.66
0.0,0.0,2000,-0.86,-10.4,2.08,10.64
0.0,0.0,1970,-0.86,-10.4,2.16,10.65
0.0,0.0,1975,-0.82,-10.4,2.2,10.66
0.0,0.0,1984,-0.82,-10.4,2.28,10.67
0.0,0.0,1992,-0.82,-10.47,2.2,10.73
0.0,0.0,1988,-0.82,-10.43,2.2,10.69
0.0,0.0,1979,-0.82,-10.43,2.2,10.69
0.0,0.0,2007,-0.82,-10.4,2.2,10.66
0.0,0.0,1983,-0.82,-10.36,2.2,10.62
0.0,0.0,1983,-0.82,-10.43,2.24,10.7
0.0,0.0,1974,-0.86,-10.43,2.16,10.69
0.0,0.0,1999,-0.86,-10.36,2.24,10.63
0.0,0.0,1981,-0.86,-10.4,2.2,10.66
0.0,0.0,1979,-0.82,-10.4,2.24,10.66
0.0,0.0,1977,-0.78,-10.4,2.12,10.64
0.0,0.0,1977,-0.82,-10.43,2.24,10.7
0.0,0.0,1978,-0.82,-10.4,2.2,10.66
0.0,0.0,1993,-0.86,-10.4,2.24,10.67
0.0,0.0,1958,-0.82,-10.4,2.2,10.66
0.0,0.0,1982,-0.86,-10.4,2.2,10.66
0.0,0.0,1968,-0.86,-10.4,1.88,10.6
0.0,0.0,1974,-0.82,-10.43,2.24,10.7
0.0,0.0,2004,-0.82,-10.43,2.2,10.69
0.0,0.0,1970,-0.82,-10.47,2.24,10.74
0.0,0.0,1982,-0.86,-10.4,2.2,10.66
0.0,0.0,1981,-0.78,-10.43,2.24,10.7
0.0,0.0,1985,-0.82,-10.36,2.24,10.63
0.0,0.0,1980,-0.82,-10.4,2.2,10.66
0.0,0.0,2015,-0.86,-10.36,2.28,10.64
0.0,0.0,1986,-0.86,-10.36,2.24,10.63
0.0,0.0,1981,-0.86,-10.4,2.2,10.66
0.0,0.0,1983,-0.86,-10.4,2.24,10.67
0.0,0.0,1998,-0.82,-10.4,2.24,10.66
0.0,0.0,1979,-0.86,-10.4,2.2,10.66
0.0,0.0,1981,-0.86,-10.4,2.2,10.66
0.0,0.0,1984,-0.86,-10.43,2.2,10.7
0.0,0.0,1977,-0.82,-10.4,2.2,10.66
0.0,0.0,1977,-0.86,-10.43,2.28,10.71
0.0,0.0,1979,-0.86,-10.43,2.24,10.71
0.0,0.0,1988,-0.86,-10.36,2.24,10.63
0.0,0.0,1983,-0.82,-10.4,2.24,10.66
0.0,0.0,1974,-0.86,-10.4,2.24,10.67
0.0,0.0,1981,-0.82,-10.4,2.24,10.66
0.0,0.0,1978,-0.82,-10.43,2.16,10.69
0.0,0.0,1982,-0.78,-10.4,2.24,10.66
0.0,0.0,1976,-0.82,-10.43,2.2,10.69
0.0,0.0,1978,-0.82,-10.4,2.24,10.66
0.0,0.0,1980,-0.82,-10.47,2.16,10.73
0.0,0.0,1986,-0.82,-10.43,2.24,10.7
0.0,0.0,1968,-0.82,-10.43,2.24,10.7
0.0,0.0,1977,-0.82,-10.43,2.16,10.69
0.0,0.0,1984,-0.82,-10.4,2.24,10.66
0.0,0.0,1993,-0.78,-10.43,2.24,10.7
0.0,0.0,1977,-0.82,-10.4,2.16,10.65
0.0,0.0,1978,-0.82,-10.43,2.24,10.7
0.0,0.0,1981,-0.78,-10.4,2.24,10.66
0.0,0.0,1985,-0.86,-10.4,2.2,10.66
0.0,0.0,1974,-0.78,-10.47,2.24,10.74
0.0,0.0,1975,-0.82,-10.4,2.24,10.66
0.0,0.0,1980,-0.86,-10.4,2.24,10.67
0.0,0.0,2003,-0.86,-10.36,2.24,10.63
0.0,0.0,1971,-0.82,-10.4,2.2,10.66
0.0,0.0,1984,-0.86,-10.43,2.24,10.71
0.0,0.0,1969,-0.82,-10.43,2.2,10.69
0.0,0.0,1980,-0.86,-10.43,2.24,10.71
0.0,0.0,1984,-0.82,-10.4,2.2,10.66
0.0,0.0,2020,-0.9,-10.43,2.2,10.7
0.0,0.0,1980,-0.86,-10.36,2.24,10.63
0.0,0.0,1976,-0.82,-10.4,2.35,10.69
0.0,0.0,1980,-0.86,-10.43,2.24,10.71
0.0,0.0,1982,-0.82,-10.4,2.28,10.67
0.0,0.0,1979,-0.86,-10.36,2.2,10.62
0.0,0.0,1984,-0.82,-10.43,2.16,10.69
0.0,0.0,1986,-0.9,-10.4,2.28,10.68
0.0,0.0,1977,-0.82,-10.43,2.24,10.7
0.0,0.0,1981,-0.86,-10.43,2.28,10.71
0.0,0.0,1967,-0.82,-10.43,2.24,10.7
0.0,0.0,1985,-0.82,-10.4,2.16,10.65
0.0,0.0,1982,-0.82,-10.47,2.31,10.76
0.0,0.0,2015,-0.86,-10.36,2.24,10.63
0.0,0.0,1972,-0.82,-10.43,2.2,10.69
0.0,0.0,1984,-0.82,-10.43,2.16,10.69
0.0,0.0,1983,-0.86,-10.36,2.28,10.64
0.0,0.0,2002,-0.86,-10.4,2.2,10.66
0.0,0.0,1981,-0.82,-10.32,2.2,10.58
0.0,0.0,1983,-0.78,-10.43,2.2,10.69
0.0,0.0,1978,-0.82,-10.4,2.24,10.66
0.0,0.0,1987,-0.82,-10.4,2.24,10.66
0.0,0.0,1964,-0.82,-10.4,2.2,10.66
0.0,0.0,1978,-0.86,-10.4,2.2,10.66
0.0,0.0,1983,-0.82,-10.43,2.16,10.69
0.0,0.0,1992,-0.82,-10.43,2.2,10.69
0.0,0.0,1970,-0.82,-10.43,2.28,10.71
0.0,0.0,1988,-0.86,-10.4,2.16,10.65
0.0,0.0,1987,-0.86,-10.43,2.2,10.7
0.0,0.0,1983,-0.86,-10.43,2.28,10.71
0.0,0.0,1991,-0.86,-10.36,2.24,10.63
0.0,0.0,1968,-0.78,-10.47,2.24,10.74
0.0,0.0,1985,-0.82,-10.4,2.28,10.67
0.0,0.0,1986,-0.82,-10.4,2.28,10.67
0.0,0.0,1979,-0.78,-10.36,2.24,10.62
